WISEID,Answer,KIScore
150098.0,this is because picture a shows a greenhouse and the it shows the sun coming in to the greenhouse another reason is because picture b shows people standing on earth and the sun beaming on them,2
141560.0,nan,1
154149.0,because the apnosphere and the glass are almost the same,2
118594.0,because the glass is in the roof and the heat come in it has the same effects,2
136422.0,i think that its a because some of the sun s heat comes inside the greenhouse and some reflects out of the greenhouse also the heat gets absorbs in the greenhouse,2
118366.0,the solar oven reacts like the glass of the green house or the atmosphere,2
149955.0,i think this because heat is inside and it is big,2
136520.0,nan,1
150203.0,it enovoles heat being trapped and heat coming in,3
154151.0,no,1
118562.0,k,1
118544.0,yes because the heat goes through the surface and hits whats inside it just like the solar oven,2
118309.0,because is a green house that absorbs heat,2
118611.0,,1
118511.0,because the heat in are second one wont get as must heat,2
,nan,1
151181.0,i chose neither because the solar oven gives its self heat,2
136354.0,its is similar because the moister give water to the plants and the atmosphere is not giving us to much light,2
139871.0,it has limited space and the heat bounces off,2
118634.0,nan,1
154204.0,picture a and b are like because you are still using the sun for both things,3
139796.0,nan,1
149972.0,the glass on a greenhouse and the earth s atmosphere trap heat like a solar oven would the earth and the things in the greenhouse absorb heat like the bottom of a solar oven,4
151214.0,no because on picture b the sun is reflecting neither are because it s so difrent,2
153917.0,these are the same thing,2
151180.0,a and b are the same as solar oven because they,2
118558.0,,1
118367.0,because they look diffrent from each other,2
153915.0,because it has glass,2
151204.0,the first one shows the sun hitting the greenhouse the second one shows the sun hitting the earth,2
136462.0,so the green house trapps the heat in the house like a oven heating food up just like that when you open the oven door the heat leaves to oven just like the green house,3
118483.0,,1
118408.0,because it is the same thing as the soler oven because it gets hoter and hoter,2
139873.0,nan,1
150222.0,in picture b it is simalar because the atmosphereis holding,2
154149.0,picture a has the glass to ceep it in picture b is like the glass in pic a,2
150149.0,solar ovens are closed up just like a greenhouse so heat gets trapped inside and can t get out also the heat that doesn t get inside the greenhouse or solar oven it reflects off the outer surface,3
118351.0,the glass absorbs the heat just like the plastic wrap absorbs the heat and cold air goes out also there is something easy to heat up,2
118624.0,,1
118609.0,nan,1
118577.0,nan,1
150129.0,they both have the glass and the sun,2
118533.0,because they both show the gasses and heath getting trapped and they both show heat reflecting,3
118520.0,nan,1
150086.0,,1
118346.0,because the green house in a close space and glass is like a plastic warp,2
118318.0,on both pictures a and b they are both the same because the sun is going through earth and the house,3
154196.0,because the solar ovens use the sun to cook food,2
118515.0,,1
150177.0,it is more detailed and helps understand more,2
154215.0,because it has a planet earth,2
136558.0,because heat is going right through the glass just like when it goes through plastic wrap and it needs the suns heat to cook,2
119017.0,reason one is that we get heated up but the sun reason is that we have ovens,2
154130.0,they are both similar beause it using the atmospere,3
118392.0,nan,1
136459.0,the both look like they are contracting towards something,2
139880.0,nan,1
,nan,1
150142.0,one reason is that they can is the plants grow,2
139542.0,the solar oven is man made and uses reflective materials to absorb as much sunlight as possible the earth does not use any reflective material to absorb sunlight,3
139808.0,nan,1
150071.0,picture a is a diagram of the house also picture a shows how the heat goes through the glass,2
154122.0,in the picture at part b it shows the heat from the sun entering the atmosphere like a solar oven and at part a it shows the heat entering the greenhouse,2
154335.0,the heat is trapped in the house like and oven,3
149961.0,it is bigger and it uses the sun,2
118455.0,we used plastic wrap on top of the lid of the box,2
153985.0,isaidso ithinkso,1
150231.0,my two answere are that because i think it is verry simmeler,2
150166.0,picture a is simallar becuse its closed like the oven,2
118481.0,it is just representing it in two different ways,2
136489.0,my two reasons are that both pictures show the area absorbing heat but it is reflecting a bit of the heat so it doesn t become too hot,3
118472.0,,1
118619.0,they both get radation and send off infered,3
154915.0,it is similar becaues it stop radeaion from coming in,3
118622.0,,1
118554.0,the plastic is absorbing and the insidious is reflicting,2
139881.0,the heat will bounce around and,2
,nan,1
151196.0,because they are similar,2
136566.0,the reason why is because they are doing the same thing and they are not letting any heat out,3
118418.0,if one is the same the other has to be the same every thing is the same except the solar oven is smaller,2
118368.0,they are the same,2
150094.0,the earth is a big green house,2
150080.0,the earth yous the sun to power evting,2
118419.0,yes it works like a greenhouse because shine to the sun,2
150144.0,picture a shows convection and conduction and picture a shows the plants heating up in the sun,2
118397.0,i think b first because in picture b we would be outside on earth while the sun would be shining down on our solar oven i also think b because in picture a we wouldn t be in a greenhouse testing our solar ovens,2
153987.0,i think by the air,2
